company_name_id;company_name;url;year_founded;city;state;country;zip_code;full_time_employees;Employees Mean;Employees STD;Employees;Office Size (m2);Mean sqm per worker;STD sqp per worker;Sqm per worker;company_type;company_category;revenue_source;business_model;social_impact;description;description_short;source_count;data_types;example_uses;data_impacts;financial_info;last_updated
golden-helix;Golden Helix;http://www.goldenhelix.com/;1998;Bozeman;MT;us;59718;11-50;30.5;6.5;29;726.3;24.86;4.42;25.04486;Private;Scientific Research;Not reported by company;Business to Business;;Founded in 1998, Golden Helix is known for helping genetic research groups working with large-scale DNA-sequencing or microarray data overcome the frustration and challenges of bioinformatic roadblocks: delayed projects, lack of quality findings, and low productivity.;Golden Helix helps genetic research groups working with large DNA-sequences or microarray data to overcome the frustration & challenges of bioinformatic roadblocks.;NA;Health/Healthcare;;[];;31:49.1
goodguide;GoodGuide;http://www.goodguide.com;2007;San Francisco;CA;us;94111;11-50;30.5;6.5;32;528.49;19.05;0.93;16.515321;Private;Lifestyle & Consumer;Not reported by company;Business to Consumer;;GoodGuide provides the world's largest and most reliable source of information on the health, environmental, and social impacts of products and companies. GoodGuide's mission is to help consumers make purchasing decisions that reflect their preferences and values. We believe that better information can transform the marketplace: as more consumers buy better products, retailers and manufacturers face compelling incentives to make products that are safe, environmentally sustainable and produced using ethical sourcing of raw materials and labor.;GoodGuide provides the world's largest and most reliable source of information on health, environmental, and social impacts of consumer products.;101+;;;[];;59:20.5
google-maps;Google Maps;https://www.google.com/maps/about/explore/;2005;Mountain View;CA;us;94043;5,001-10,000;7500.5;833.2;8920;216998.33;24.86;4.42;24.327167;Public;Geospatial/Mapping;Not reported by company;Business to Business, Business to Consumer, Business to Government;;Google Maps is a web mapping service application and technology provided by Google, powering many map-based services, including the Google Maps website, Google Ride Finder, Google Transit, and maps embedded on third-party websites via the Google Maps API.;Google Maps is a web mapping service application and technology provided by Google, powering many map-based services.;NA;Geospatial/Mapping;;[];;35:06.6
google-public-data-explorer;Google Public Data Explorer;https://www.google.com/intl/en/about/;2009;Mountain View;CA;us;94043;5,001-10,000;7500.5;833.2;6910;87615.05;12.55;0.62;12.679458;Public;Data/Technology;Not reported by company;Business to Business, Business to Consumer;;Google Labs' Public Data Explorer makes large datasets easy to explore, visualize and communicate. As the charts and maps animate over time, the changes in the world become easier to understand.;Google Labs' Public Data Explorer makes large datasets easy to explore, visualize and communicate.;101+;;;[];;39:00.8
government-transaction-services;Government Transaction Services;http://www.ezgrantfiling.com;2010;Vienna;VA;us;22182;01-10;5.5;1.5;4;68.03;16.49;2.09;17.008217;Private;Finance & Investment;Not reported by company;Business to Business;;EZGrantFiling is a secure digital workspace that provides a document management and archiving system - a collaborative environment for storing, organizing, and accessing grants documentation. Cloud-based tools translate data into federal grant administrative reports, effortlessly and instantly. Companies can rapidly review, certify, and transmit your required grant administration reports.;EZGrantFiling provides a secure online environment to store and access vital grant documents and translate data into federal grant administrative reports.;NA;;;[];;51:07.6
govini;Govini;http://www.govini.com;2011;San Francisco;CA;us;94107;11-50;30.5;6.5;25;1091.14;35.77;4.34;43.645778;Private;Governance;Subscriptions;Business to Business;;The Government landscape is one of the most highly fragmented markets in the world. Govini takes big data generated by numerous federal, state, and municipal agencies and transforms it into content that is searchable, granular, current, malleable, and structured for analytics. The vast arcane nature of Government spending makes Govini’s suite of online tools highly valuable (indeed mission critical) to all vendors, as it determines the productivity of their sales and marketing organizations. Executives use Govini's subscription-based platform, mission-critical data, and proprietary benchmarks to make informed business decisions about their Government markets, products and client relationships.;Govini transforms big data generated by numerous federal, state, and municipal agencies into tools. analytics and benchmarks that executives need to make informed business decisions.;101+;;;[];Significant investors include Accel Partners.;15:01.9
govtribe;GovTribe;govtribe.com;2012;Arlington;VA;us;22209;01-10;5.5;1.5;6;215.96;35.77;4.34;35.993412;Private;Governance;Subscriptions, User fees for web or mobile access;Business to Business, Business to Government;;<p>GovTribe believes in the power of open government data. We also believe that you don't always need a CIO to pick the tools that make you successful. We democratize the information you need, as well as your choice of technology. You shouldn't have to wade through bad tech just to do you job.</p>;;;;;;;
gradiant-research-llc;gRadiant Research LLC;gradiant-research.com;2008;Concord;MA;us;1742;51-200;125.5;24.8;109;2292.83;24.86;4.42;21.035135;Private;Research & Consulting;IP licensing;;;gRadiant Research LLC is in the business of developing  thermal therapy as a replacement for traditional excisional surgery.;gRadiant Research LLC is in the business of developing  thermal therapy as a replacement for traditional excisional surgery.;01-10;;;[];;59:41.3
graebel-van-lines;Graebel Van Lines;http://www.graebelmoving.com;1950;Aurora;CO;us;80011;1,001-5,000;3000.5;666.5;2563;50562.35;19.05;0.93;19.727799;Private;Transportation;Not reported by company;Business to Business, Business to Consumer;;Graebel is a large, independently owned and operated, fully integrated corporate and residential relocation company.;Graebel is a large, independently owned and operated, fully integrated corporate and residential relocation company.;NA;Demographics & Social;;[];;40:13.3
graematter-inc;Graematter, Inc.;www.graematter.com;2000;St. Louis;MO;us;63011;01-10;5.5;1.5;8;100.15;12.55;0.62;12.51854;Private;Data/Technology;Subscriptions, Services;Business to Business;;Graematter's mission is to speed innovative medical products to the patients who need them by providing superior regulatory intelligence that will improve the quality of medical product development and regulatory submissions.  ;;;;;;;
granicus;Granicus;http://www.granicus.com;1999;San Francisco;CA;us;94107;51-200;125.5;24.8;109;4136.58;35.77;4.34;37.950265;Private;Governance;Not reported by company;Business to Government;;Granicus provides cloud-based technologies for government transparency, legislative efficiency, and citizen engagement. Granicus offers a cloud platform and product suites designed specifically to help government agencies establish meaningful connections with citizens.;Granicus provides cloud-based technologies for government transparency, legislative efficiency, and citizen engagement.;101+;Government Operations;;[];;50:19.7
